,state_change_user_id,state_change_date,state,code,subclass_id,accountable_ptr_id,doc_date,start_date,end_date
0,1,2022-10-19 20:58:33.087109+00:00,1,A6N-13N-62-O1^2015-01-01,34,A6N-13N-62-O1^2015-01-01,2015-01-01,2022-01-01,
1,1,2022-10-19 20:58:33.105756+00:00,1,A6N-13N-62-S101^2021-04-01,34,A6N-13N-62-S101^2021-04-01,2021-04-01,2022-01-01,
2,1,2022-10-19 20:58:33.123939+00:00,1,A6N-13N-62-S102^2021-10-01,34,A6N-13N-62-S102^2021-10-01,2021-10-01,2022-01-01,
3,1,2022-10-19 20:58:33.141410+00:00,1,A6N-13N-62-S103^2020-06-01,34,A6N-13N-62-S103^2020-06-01,2020-06-01,2022-01-01,2022-04-30
4,1,2022-10-19 20:58:33.159510+00:00,1,A6N-13N-62-S103^2022-05-01,34,A6N-13N-62-S103^2022-05-01,2022-05-01,2022-05-01,
5,1,2022-10-19 20:58:33.177633+00:00,1,A6N-13N-62-S104^2021-08-01,34,A6N-13N-62-S104^2021-08-01,2021-08-01,2022-01-01,
6,1,2022-10-19 20:58:33.196495+00:00,1,A6N-13N-62-S105^2021-09-01,34,A6N-13N-62-S105^2021-09-01,2021-09-01,2022-01-01,
7,1,2022-10-19 20:58:33.214444+00:00,1,A6N-13N-62-S108^2016-12-01,34,A6N-13N-62-S108^2016-12-01,2016-12-01,2022-01-01,
8,1,2022-10-19 20:58:33.232628+00:00,1,A6N-13N-62-S109^2021-07-01,34,A6N-13N-62-S109^2021-07-01,2021-07-01,2022-01-01,
9,1,2022-10-19 20:58:33.251623+00:00,1,A6N-13N-62-S110^2021-09-01,34,A6N-13N-62-S110^2021-09-01,2021-09-01,2022-01-01,
10,1,2022-10-19 20:58:33.272652+00:00,1,A6N-13N-62-S111^2021-04-01,34,A6N-13N-62-S111^2021-04-01,2021-04-01,2022-01-01,2022-03-31
11,1,2022-10-19 20:58:33.296964+00:00,1,A6N-13N-62-S111^2022-07-01,34,A6N-13N-62-S111^2022-07-01,2022-07-01,2022-06-25,
12,1,2022-10-19 20:58:33.322131+00:00,1,A6N-13N-62-S112^2015-04-01,34,A6N-13N-62-S112^2015-04-01,2015-04-01,2022-01-01,
13,1,2022-10-19 20:58:33.350515+00:00,1,A6N-13N-62-S114^2021-09-01,34,A6N-13N-62-S114^2021-09-01,2021-09-01,2022-01-01,
14,1,2022-10-19 20:58:33.377845+00:00,1,A6N-13N-62-S201^2021-10-01,34,A6N-13N-62-S201^2021-10-01,2021-10-01,2022-01-01,2022-09-30
15,1,2022-10-19 20:58:33.404892+00:00,1,A6N-13N-62-S202^2021-10-01,34,A6N-13N-62-S202^2021-10-01,2021-10-01,2022-01-01,2022-09-30
16,1,2022-10-19 20:58:33.431271+00:00,1,A6N-13N-62-S203^2020-10-01,34,A6N-13N-62-S203^2020-10-01,2020-10-01,2022-01-01,2022-01-31
17,1,2022-10-19 20:58:33.456267+00:00,1,A6N-13N-62-S203^2022-04-01,34,A6N-13N-62-S203^2022-04-01,2022-04-01,2022-04-01,
18,1,2022-10-19 20:58:33.481383+00:00,1,A6N-13N-62-S204^2021-09-01,34,A6N-13N-62-S204^2021-09-01,2021-09-01,2022-01-01,
19,1,2022-10-19 20:58:33.504866+00:00,1,A6N-13N-62-S205^2020-08-01,34,A6N-13N-62-S205^2020-08-01,2020-08-01,2022-01-01,
20,1,2022-10-19 20:58:33.526970+00:00,1,A6N-13N-62-S207^2004-03-01,34,A6N-13N-62-S207^2004-03-01,2004-03-01,2022-01-01,2022-03-31
21,1,2022-10-19 20:58:33.546490+00:00,1,A6N-13N-62-S208^2021-10-01,34,A6N-13N-62-S208^2021-10-01,2021-10-01,2022-01-01,
22,1,2022-10-19 20:58:33.563162+00:00,1,A6N-13N-62-S209^2006-03-21,34,A6N-13N-62-S209^2006-03-21,2006-03-21,2021-12-21,
23,1,2022-10-19 20:58:33.578811+00:00,1,A6N-13N-62-S210^2017-03-20,34,A6N-13N-62-S210^2017-03-20,2017-03-20,2021-12-20,2022-03-19
24,1,2022-10-19 20:58:33.592459+00:00,1,A6N-13N-62-S211^2017-03-08,34,A6N-13N-62-S211^2017-03-08,2017-03-08,2022-01-08,
25,1,2022-10-19 20:58:33.602707+00:00,1,A6N-13N-62-S212^2011-09-01,34,A6N-13N-62-S212^2011-09-01,2011-09-01,2022-01-01,
26,1,2022-10-19 20:58:33.612197+00:00,1,A6N-13N-62-S214^2018-10-01,34,A6N-13N-62-S214^2018-10-01,2018-10-01,2022-01-01,
27,1,2022-10-19 20:58:33.643552+00:00,1,A6N-13N-62-S217^2018-12-01,34,A6N-13N-62-S217^2018-12-01,2018-12-01,2021-11-01,
28,1,2022-10-19 20:58:33.659414+00:00,1,A6N-13N-62-S219^2004-02-09,34,A6N-13N-62-S219^2004-02-09,2004-02-09,2022-01-09,
29,1,2022-10-19 20:58:33.674572+00:00,1,A6N-13N-62-S221^2018-06-15,34,A6N-13N-62-S221^2018-06-15,2018-06-15,2022-01-15,
30,1,2022-10-19 20:58:33.692661+00:00,1,A6N-13N-62-S222^2022-06-01,34,A6N-13N-62-S222^2022-06-01,2022-06-01,2022-06-01,
31,1,2022-10-19 20:58:33.711507+00:00,1,A6N-13N-62-S301^2021-08-01,34,A6N-13N-62-S301^2021-08-01,2021-08-01,2022-01-01,2022-07-31
32,1,2022-10-19 20:58:33.731742+00:00,1,A6N-13N-62-S302^2021-08-01,34,A6N-13N-62-S302^2021-08-01,2021-08-01,2021-12-01,
33,1,2022-10-19 20:58:33.754741+00:00,1,A6N-13N-62-S303^2022-03-01,34,A6N-13N-62-S303^2022-03-01,2022-03-01,2022-02-07,
34,1,2022-10-19 20:58:33.783356+00:00,1,A6N-13N-62-S304^2022-04-01,34,A6N-13N-62-S304^2022-04-01,2022-04-01,2022-04-01,
35,1,2022-10-19 20:58:33.811837+00:00,1,A6N-13N-62-S305^2021-02-01,34,A6N-13N-62-S305^2021-02-01,2021-02-01,2022-01-01,
36,1,2022-10-19 20:58:33.840733+00:00,1,A6N-13N-62-S306^2018-06-01,34,A6N-13N-62-S306^2018-06-01,2018-06-01,2021-11-01,
37,1,2022-10-19 20:58:33.866637+00:00,1,A6N-13N-62-S308^2022-03-01,34,A6N-13N-62-S308^2022-03-01,2022-03-01,2022-03-01,2022-05-31
38,1,2022-10-19 20:58:33.885306+00:00,1,A6N-13N-62-S308^2022-07-01,34,A6N-13N-62-S308^2022-07-01,2022-07-01,2022-07-01,
39,1,2022-10-19 20:58:33.940800+00:00,1,A6N-13N-62-S309^2022-03-01,34,A6N-13N-62-S309^2022-03-01,2022-03-01,2022-03-01,
40,1,2022-10-19 20:58:33.968775+00:00,1,A6N-13N-62-S310^2021-12-01,34,A6N-13N-62-S310^2021-12-01,2021-12-01,2022-01-01,2022-01-31
41,1,2022-10-19 20:58:33.996986+00:00,1,A6N-13N-62-S310^2022-07-01,34,A6N-13N-62-S310^2022-07-01,2022-07-01,2022-07-01,
